"ID";"Sex";"Age";"Periods";"TotalSuicides_1";"Unmarried_2";"Married_3";"Widowed_4";"Divorced_5";"HangingStrangulation_6";"DrugsMedicinesAlcohol_7";"TrainMetro_8";"Drowning_9";"JumpingFromHeight_10"
"1561";"4000   ";"60400";"1999JJ00";"      83";"      43";"      24";"       2";"      14";"      30";"      25";"       7";"       2";"       8"
"1562";"4000   ";"60400";"2000JJ00";"      89";"      51";"      23";"       1";"      14";"      36";"      15";"      15";"       3";"       8"
"1563";"4000   ";"60400";"2001JJ00";"      86";"      47";"      30";"       0";"       9";"      28";"      23";"      15";"       2";"       8"
"1564";"4000   ";"60400";"2002JJ00";"      88";"      47";"      26";"       1";"      14";"      34";"      21";"       8";"       5";"      13"
"1565";"4000   ";"60400";"2003JJ00";"      62";"      30";"      17";"       0";"      15";"      29";"      13";"       6";"       3";"       3"
"1566";"4000   ";"60400";"2004JJ00";"      60";"      33";"      16";"       1";"      10";"      21";"      18";"      10";"       1";"       6"
"1567";"4000   ";"60400";"2005JJ00";"      91";"      45";"      23";"       0";"      23";"      37";"      24";"      14";"       4";"       7"
"1568";"4000   ";"60400";"2006JJ00";"      62";"      37";"      15";"       1";"       9";"      21";"      12";"      12";"       4";"       9"
"1569";"4000   ";"60400";"2007JJ00";"      66";"      42";"      14";"       0";"      10";"      20";"      22";"      10";"       3";"       6"
"1570";"4000   ";"60400";"2008JJ00";"      54";"      34";"      12";"       0";"       8";"      18";"      14";"      10";"       2";"       7"
"1571";"4000   ";"60400";"2009JJ00";"      60";"      34";"      18";"       1";"       7";"      15";"      16";"      10";"       3";"       8"
"1572";"4000   ";"60400";"2010JJ00";"      68";"      38";"      22";"       0";"       8";"      28";"      18";"      10";"       0";"       6"
"1573";"4000   ";"60400";"2011JJ00";"      64";"      47";"      10";"       0";"       7";"      21";"      19";"       7";"       4";"      12"
"1574";"4000   ";"60400";"2012JJ00";"      71";"      49";"      15";"       0";"       7";"      33";"      11";"      12";"       2";"       7"
"1575";"4000   ";"60400";"2013JJ00";"      49";"      30";"      14";"       0";"       5";"      17";"      15";"       8";"       1";"       3"
"1576";"4000   ";"60400";"2014JJ00";"      64";"      43";"      10";"       0";"      11";"      30";"      16";"       6";"       3";"       3"
"1577";"4000   ";"60400";"2015JJ00";"      66";"      45";"      13";"       0";"       8";"      25";"      22";"       5";"       1";"       6"
"1578";"4000   ";"60400";"2016JJ00";"      73";"      49";"      17";"       0";"       7";"      33";"      21";"       8";"       3";"       3"
"1579";"4000   ";"60400";"2017JJ00";"      63";"      45";"      10";"       1";"       7";"      25";"      13";"      12";"       3";"       7"
"1580";"4000   ";"60400";"2018JJ00";"      73";"      54";"      12";"       0";"       7";"      29";"      19";"      10";"       1";"       8"
"1581";"4000   ";"60400";"2019JJ00";"      71";"      53";"       7";"       0";"      11";"      35";"      17";"       6";"       2";"       6"
"1582";"4000   ";"60400";"2020JJ00";"      65";"      45";"      13";"       0";"       7";"      31";"      16";"       6";"       0";"       4"
"1583";"4000   ";"60400";"2021JJ00";"      71";"      55";"       9";"       1";"       6";"      30";"      20";"       3";"       3";"       4"
"1584";"4000   ";"60500";"1950JJ00";"      33";"       7";"      19";"       5";"       2";"       6";"       1";"";"       9";"       1"
"1585";"4000   ";"60500";"1951JJ00";"      43";"      12";"      26";"       4";"       1";"      10";"       4";"";"      10";"       1"
"1586";"4000   ";"60500";"1952JJ00";"      45";"       6";"      30";"       6";"       3";"       9";"       3";"";"       7";"       4"
"1587";"4000   ";"60500";"1953JJ00";"      35";"       5";"      25";"       3";"       2";"       6";"       3";"";"      10";"       0"
"1588";"4000   ";"60500";"1954JJ00";"      37";"       5";"      27";"       3";"       2";"       6";"       6";"";"       7";"       0"
"1589";"4000   ";"60500";"1955JJ00";"      41";"       9";"      29";"       1";"       2";"       3";"       1";"";"       8";"       2"
"1590";"4000   ";"60500";"1956JJ00";"      37";"       8";"      17";"       6";"       6";"      10";"       2";"";"       7";"       1"
"1591";"4000   ";"60500";"1957JJ00";"      52";"       4";"      42";"       3";"       3";"      16";"       1";"";"      14";"       2"
"1592";"4000   ";"60500";"1958JJ00";"      51";"      10";"      27";"       7";"       7";"       9";"       3";"";"      14";"       1"
"1593";"4000   ";"60500";"1959JJ00";"      58";"      12";"      39";"       4";"       3";"      14";"       2";"";"      13";"       1"
"1594";"4000   ";"60500";"1960JJ00";"      41";"       8";"      30";"       3";"       0";"       9";"       4";"";"      10";"       2"
"1595";"4000   ";"60500";"1961JJ00";"      42";"       5";"      33";"       3";"       1";"      13";"       6";"";"       7";"       1"
"1596";"4000   ";"60500";"1962JJ00";"      54";"      11";"      35";"       4";"       4";"       7";"      16";"";"       9";"       0"
"1597";"4000   ";"60500";"1963JJ00";"      29";"       6";"      17";"       3";"       3";"       7";"       7";"";"       3";"       1"
"1598";"4000   ";"60500";"1964JJ00";"      50";"       8";"      38";"       1";"       3";"       9";"      10";"";"       9";"       0"
"1599";"4000   ";"60500";"1965JJ00";"      47";"      11";"      30";"       3";"       3";"       8";"      14";"";"       7";"       5"
"1600";"4000   ";"60500";"1966JJ00";"      50";"      11";"      33";"       2";"       4";"      13";"      13";"";"       9";"       2"
"1601";"4000   ";"60500";"1967JJ00";"      46";"       9";"      30";"       3";"       4";"      12";"      17";"";"       8";"       2"
"1602";"4000   ";"60500";"1968JJ00";"      62";"      11";"      43";"       4";"       4";"       8";"      25";"";"       8";"       4"
"1603";"4000   ";"60500";"1969JJ00";"      81";"      13";"      59";"       6";"       3";"      17";"      34";"";"      16";"       5"
"1604";"4000   ";"60500";"1970JJ00";"      67";"      15";"      44";"       5";"       3";"      17";"      32";"";"      10";"       2"
"1605";"4000   ";"60500";"1971JJ00";"      64";"      11";"      44";"       5";"       4";"       7";"      27";"";"      16";"       1"
"1606";"4000   ";"60500";"1972JJ00";"      76";"      10";"      55";"       3";"       8";"      17";"      33";"";"      13";"       3"
"1607";"4000   ";"60500";"1973JJ00";"      78";"       9";"      56";"       7";"       6";"      17";"      33";"";"      14";"       3"
"1608";"4000   ";"60500";"1974JJ00";"      88";"      14";"      60";"       8";"       6";"      17";"      34";"";"      17";"       7"
"1609";"4000   ";"60500";"1975JJ00";"      95";"      13";"      64";"       5";"      13";"      18";"      41";"";"      21";"       7"
"1610";"4000   ";"60500";"1976JJ00";"      76";"      14";"      45";"       2";"      15";"      23";"      28";"";"      10";"       6"
"1611";"4000   ";"60500";"1977JJ00";"      76";"      15";"      54";"       0";"       7";"      23";"      24";"";"      18";"       3"
"1612";"4000   ";"60500";"1978JJ00";"      88";"      10";"      61";"       5";"      12";"      21";"      30";"";"      10";"       7"
"1613";"4000   ";"60500";"1979JJ00";"     116";"      21";"      65";"       8";"      22";"      39";"      28";"      12";"      16";"      13"
"1614";"4000   ";"60500";"1980JJ00";"      76";"       9";"      43";"      14";"      10";"      19";"      13";"      19";"      12";"       5"
"1615";"4000   ";"60500";"1981JJ00";"      86";"      11";"      53";"       6";"      16";"      27";"      17";"      12";"      16";"       6"
"1616";"4000   ";"60500";"1982JJ00";"      92";"      15";"      51";"       6";"      20";"      29";"      19";"      13";"      12";"       8"
"1617";"4000   ";"60500";"1983JJ00";"     106";"      11";"      59";"       3";"      33";"      28";"      26";"      18";"      17";"      10"
"1618";"4000   ";"60500";"1984JJ00";"     110";"      11";"      71";"       6";"      22";"      29";"      25";"      17";"      20";"       6"
"1619";"4000   ";"60500";"1985JJ00";"      83";"      12";"      48";"       4";"      19";"      36";"      12";"      13";"       6";"       7"
"1620";"4000   ";"60500";"1986JJ00";"     110";"      13";"      66";"       4";"      27";"      35";"      23";"      16";"      14";"      11"
"1621";"4000   ";"60500";"1987JJ00";"     109";"      12";"      61";"       6";"      30";"      30";"      23";"      16";"      15";"      14"
"1622";"4000   ";"60500";"1988JJ00";"     103";"      10";"      62";"       3";"      28";"      32";"      16";"      14";"      12";"      13"
"1623";"4000   ";"60500";"1989JJ00";"     102";"      22";"      48";"       6";"      26";"      29";"      17";"      20";"       8";"      16"
"1624";"4000   ";"60500";"1990JJ00";"      88";"      10";"      55";"       1";"      22";"      30";"      12";"      16";"       6";"      13"
"1625";"4000   ";"60500";"1991JJ00";"      98";"      14";"      53";"       2";"      29";"      21";"      21";"      14";"       8";"      13"
"1626";"4000   ";"60500";"1992JJ00";"     106";"      21";"      48";"       8";"      29";"      29";"      20";"      22";"      15";"      10"
"1627";"4000   ";"60500";"1993JJ00";"     105";"      16";"      48";"      11";"      30";"      34";"      20";"      11";"      11";"      16"
"1628";"4000   ";"60500";"1994JJ00";"     112";"      19";"      53";"       3";"      37";"      33";"      30";"      20";"       8";"       7"
"1629";"4000   ";"60500";"1995JJ00";"      94";"      15";"      44";"       2";"      33";"      29";"      35";"      16";"       6";"       6"
"1630";"4000   ";"60500";"1996JJ00";"     109";"      23";"      49";"       2";"      35";"      41";"      20";"      11";"      13";"      11"
"1631";"4000   ";"60500";"1997JJ00";"     108";"      30";"      40";"       1";"      37";"      38";"      26";"      13";"       9";"      12"
"1632";"4000   ";"60500";"1998JJ00";"     114";"      25";"      44";"       3";"      42";"      29";"      37";"      16";"      12";"       9"
"1633";"4000   ";"60500";"1999JJ00";"     111";"      27";"      41";"       2";"      41";"      34";"      41";"      13";"       3";"      11"
"1634";"4000   ";"60500";"2000JJ00";"     125";"      33";"      48";"       1";"      43";"      38";"      41";"      15";"       9";"      11"
"1635";"4000   ";"60500";"2001JJ00";"     112";"      33";"      49";"       3";"      27";"      41";"      28";"      12";"       4";"      15"
"1636";"4000   ";"60500";"2002JJ00";"     104";"      29";"      35";"       4";"      36";"      41";"      29";"      11";"       3";"      11"
"1637";"4000   ";"60500";"2003JJ00";"      94";"      28";"      34";"       2";"      30";"      26";"      28";"      12";"       6";"      12"
"1638";"4000   ";"60500";"2004JJ00";"     143";"      44";"      50";"       3";"      46";"      50";"      39";"      21";"       8";"      17"
"1639";"4000   ";"60500";"2005JJ00";"     114";"      29";"      52";"       2";"      31";"      45";"      30";"       9";"       6";"      10"
"1640";"4000   ";"60500";"2006JJ00";"     107";"      33";"      41";"       3";"      30";"      33";"      36";"       7";"       9";"      14"
"1641";"4000   ";"60500";"2007JJ00";"      94";"      36";"      26";"       2";"      30";"      31";"      26";"      15";"       5";"      12"
"1642";"4000   ";"60500";"2008JJ00";"      96";"      30";"      38";"       2";"      26";"      29";"      33";"      13";"       3";"       8"
"1643";"4000   ";"60500";"2009JJ00";"     106";"      38";"      39";"       2";"      27";"      36";"      37";"      11";"       7";"      11"
"1644";"4000   ";"60500";"2010JJ00";"     112";"      38";"      42";"       4";"      28";"      43";"      24";"      11";"       6";"      21"
"1645";"4000   ";"60500";"2011JJ00";"     124";"      47";"      35";"       6";"      36";"      53";"      37";"      13";"       7";"       6"
"1646";"4000   ";"60500";"2012JJ00";"     134";"      51";"      42";"       1";"      40";"      55";"      44";"      13";"       3";"       9"
"1647";"4000   ";"60500";"2013JJ00";"     108";"      29";"      44";"       2";"      33";"      43";"      32";"      12";"       5";"       8"
"1648";"4000   ";"60500";"2014JJ00";"     114";"      33";"      44";"       3";"      34";"      43";"      40";"      10";"       6";"       8"
"1649";"4000   ";"60500";"2015JJ00";"     108";"      40";"      32";"       4";"      32";"      37";"      34";"      14";"       5";"      10"
"1650";"4000   ";"60500";"2016JJ00";"     103";"      34";"      33";"       1";"      35";"      36";"      35";"      17";"       3";"       4"
"1651";"4000   ";"60500";"2017JJ00";"     104";"      46";"      30";"       2";"      26";"      47";"      32";"       5";"       6";"      12"
"1652";"4000   ";"60500";"2018JJ00";"     100";"      38";"      36";"       0";"      26";"      36";"      27";"      13";"       3";"      12"
"1653";"4000   ";"60500";"2019JJ00";"      80";"      40";"      16";"       0";"      24";"      33";"      23";"      12";"       3";"       4"
"1654";"4000   ";"60500";"2020JJ00";"      83";"      37";"      27";"       3";"      16";"      33";"      18";"       7";"       7";"       9"
"1655";"4000   ";"60500";"2021JJ00";"      79";"      36";"      24";"       1";"      18";"      32";"      20";"       3";"       6";"       8"
"1656";"4000   ";"60600";"1950JJ00";"      45";"       7";"      29";"       8";"       1";"      12";"       4";"";"       9";"       2"
"1657";"4000   ";"60600";"1951JJ00";"      45";"       7";"      33";"       3";"       2";"      11";"       4";"";"       9";"       2"
"1658";"4000   ";"60600";"1952JJ00";"      62";"      14";"      33";"      14";"       1";"      17";"       6";"";"      15";"       1"
"1659";"4000   ";"60600";"1953JJ00";"      60";"       7";"      42";"       9";"       2";"      12";"       5";"";"      17";"       4"
"1660";"4000   ";"60600";"1954JJ00";"      58";"       7";"      41";"      10";"       0";"      15";"       3";"";"      12";"       1"
"1661";"4000   ";"60600";"1955JJ00";"      60";"       9";"      35";"      15";"       1";"      16";"       4";"";"      15";"       3"
"1662";"4000   ";"60600";"1956JJ00";"      62";"       9";"      35";"      13";"       5";"      13";"       3";"";"      14";"       1"
"1663";"4000   ";"60600";"1957JJ00";"      70";"       8";"      44";"      15";"       3";"      20";"       3";"";"      22";"       2"
"1664";"4000   ";"60600";"1958JJ00";"      64";"       8";"      45";"       9";"       2";"      17";"       6";"";"      14";"       4"
"1665";"4000   ";"60600";"1959JJ00";"      77";"      14";"      47";"      15";"       1";"      17";"       3";"";"      21";"       3"
"1666";"4000   ";"60600";"1960JJ00";"      81";"      14";"      49";"      13";"       5";"      16";"       3";"";"      21";"       4"
"1667";"4000   ";"60600";"1961JJ00";"      74";"      10";"      40";"      18";"       6";"      14";"       7";"";"      22";"       4"
"1668";"4000   ";"60600";"1962JJ00";"      82";"      10";"      56";"      13";"       3";"      16";"       6";"";"      26";"       1"
"1669";"4000   ";"60600";"1963JJ00";"      57";"       9";"      39";"       7";"       2";"       9";"      10";"";"      18";"       5"
"1670";"4000   ";"60600";"1964JJ00";"      85";"      12";"      53";"      17";"       3";"      18";"      12";"";"      28";"       5"
"1671";"4000   ";"60600";"1965JJ00";"      72";"      12";"      41";"      17";"       2";"      14";"      14";"";"      20";"       2"
"1672";"4000   ";"60600";"1966JJ00";"      88";"      19";"      57";"      11";"       1";"      21";"      13";"";"      24";"       2"
"1673";"4000   ";"60600";"1967JJ00";"      66";"      12";"      36";"      16";"       2";"      19";"      18";"";"      15";"       3"
"1674";"4000   ";"60600";"1968JJ00";"      48";"       8";"      30";"       9";"       1";"      10";"      11";"";"      14";"       4"
"1675";"4000   ";"60600";"1969JJ00";"      80";"       9";"      52";"      12";"       7";"      23";"      25";"";"      21";"       4"
"1676";"4000   ";"60600";"1970JJ00";"      88";"      12";"      54";"      19";"       3";"      20";"      35";"";"      24";"       3"
"1677";"4000   ";"60600";"1971JJ00";"      93";"      11";"      61";"      16";"       5";"      17";"      40";"";"      24";"       2"
"1678";"4000   ";"60600";"1972JJ00";"      89";"      12";"      49";"      18";"      10";"      14";"      38";"";"      25";"       2"
"1679";"4000   ";"60600";"1973JJ00";"     117";"      11";"      73";"      19";"      14";"      28";"      50";"";"      26";"       8"
"1680";"4000   ";"60600";"1974JJ00";"      96";"       9";"      59";"      20";"       8";"      21";"      39";"";"      25";"       3"
"1681";"4000   ";"60600";"1975JJ00";"      94";"      14";"      58";"      15";"       7";"      25";"      31";"";"      27";"       3"
"1682";"4000   ";"60600";"1976JJ00";"      97";"      13";"      59";"      16";"       9";"      25";"      31";"";"      24";"       4"
"1683";"4000   ";"60600";"1977JJ00";"      95";"      10";"      55";"      17";"      13";"      29";"      25";"";"      22";"       9"
"1684";"4000   ";"60600";"1978JJ00";"     113";"      16";"      67";"      20";"      10";"      27";"      33";"";"      26";"      10"
"1685";"4000   ";"60600";"1979JJ00";"     141";"      22";"      85";"      21";"      13";"      37";"      40";"      10";"      27";"       7"
"1686";"4000   ";"60600";"1980JJ00";"     104";"      12";"      69";"      12";"      11";"      24";"      30";"       9";"      30";"       2"
"1687";"4000   ";"60600";"1981JJ00";"     100";"      13";"      59";"      19";"       9";"      37";"      20";"       6";"      25";"       7"
"1688";"4000   ";"60600";"1982JJ00";"     106";"      16";"      58";"      18";"      14";"      37";"      26";"       6";"      19";"      11"
"1689";"4000   ";"60600";"1983JJ00";"     131";"      17";"      73";"      21";"      20";"      42";"      27";"      10";"      19";"      15"
"1690";"4000   ";"60600";"1984JJ00";"     120";"      13";"      72";"      18";"      17";"      42";"      24";"      12";"      27";"       9"
"1691";"4000   ";"60600";"1985JJ00";"     109";"      11";"      62";"      17";"      19";"      38";"      25";"       6";"      17";"      16"
"1692";"4000   ";"60600";"1986JJ00";"      92";"       8";"      53";"      15";"      16";"      34";"      17";"       6";"      21";"       8"
"1693";"4000   ";"60600";"1987JJ00";"     106";"      14";"      56";"      15";"      21";"      37";"      21";"      10";"      16";"       6"
"1694";"4000   ";"60600";"1988JJ00";"      93";"       9";"      58";"      11";"      15";"      33";"      16";"      10";"      19";"       6"
"1695";"4000   ";"60600";"1989JJ00";"      97";"      15";"      55";"       7";"      20";"      18";"      18";"      25";"      17";"      13"
"1696";"4000   ";"60600";"1990JJ00";"      86";"      10";"      45";"      18";"      13";"      30";"       9";"       9";"      20";"       8"
"1697";"4000   ";"60600";"1991JJ00";"      86";"       8";"      44";"      19";"      15";"      38";"      12";"      10";"       7";"       5"
"1698";"4000   ";"60600";"1992JJ00";"      84";"      12";"      48";"      12";"      12";"      25";"      14";"      13";"      15";"       9"
"1699";"4000   ";"60600";"1993JJ00";"      71";"       9";"      36";"      11";"      15";"      20";"      20";"       5";"      10";"       5"
"1700";"4000   ";"60600";"1994JJ00";"      73";"       5";"      39";"      12";"      17";"      23";"       8";"       8";"      19";"       4"
"1701";"4000   ";"60600";"1995JJ00";"      83";"      10";"      46";"       4";"      23";"      27";"      19";"      15";"       8";"       5"
"1702";"4000   ";"60600";"1996JJ00";"      88";"      11";"      46";"       5";"      26";"      27";"      20";"       5";"      14";"      13"
"1703";"4000   ";"60600";"1997JJ00";"      81";"       5";"      35";"      10";"      31";"      24";"      23";"      10";"      11";"       6"
"1704";"4000   ";"60600";"1998JJ00";"     104";"      14";"      43";"      10";"      37";"      42";"      29";"       9";"      10";"       5"
"1705";"4000   ";"60600";"1999JJ00";"      85";"       9";"      47";"      10";"      19";"      38";"      20";"       9";"       8";"       6"
"1706";"4000   ";"60600";"2000JJ00";"      94";"      12";"      52";"       6";"      24";"      27";"      17";"      14";"      16";"      12"
"1707";"4000   ";"60600";"2001JJ00";"      86";"       5";"      44";"       2";"      35";"      27";"      23";"      12";"       7";"       9"
"1708";"4000   ";"60600";"2002JJ00";"      98";"      17";"      53";"       5";"      23";"      28";"      20";"      14";"      15";"      13"
"1709";"4000   ";"60600";"2003JJ00";"     104";"      14";"      49";"       9";"      32";"      34";"      27";"      19";"       9";"       9"
"1710";"4000   ";"60600";"2004JJ00";"     109";"      10";"      52";"       9";"      38";"      40";"      32";"       9";"      17";"       6"
"1711";"4000   ";"60600";"2005JJ00";"     104";"      21";"      45";"       7";"      31";"      31";"      35";"      11";"      14";"      10"
"1712";"4000   ";"60600";"2006JJ00";"     125";"      24";"      58";"       5";"      38";"      42";"      29";"      23";"       8";"      17"
"1713";"4000   ";"60600";"2007JJ00";"      82";"      15";"      32";"       5";"      30";"      35";"      17";"       7";"       7";"      11"
"1714";"4000   ";"60600";"2008JJ00";"     107";"      19";"      49";"       8";"      31";"      37";"      31";"      13";"      10";"       8"
"1715";"4000   ";"60600";"2009JJ00";"     114";"      15";"      48";"       9";"      42";"      44";"      34";"       7";"      12";"      10"
"1716";"4000   ";"60600";"2010JJ00";"     109";"      15";"      47";"       8";"      39";"      39";"      28";"      17";"       9";"       7"
"1717";"4000   ";"60600";"2011JJ00";"     109";"      22";"      46";"       9";"      32";"      31";"      42";"       9";"      13";"       8"
"1718";"4000   ";"60600";"2012JJ00";"     122";"      29";"      56";"       7";"      30";"      45";"      38";"       9";"      10";"      13"
"1719";"4000   ";"60600";"2013JJ00";"     138";"      37";"      50";"       7";"      44";"      52";"      41";"      12";"      10";"      11"
"1720";"4000   ";"60600";"2014JJ00";"     156";"      42";"      64";"       8";"      42";"      60";"      57";"       8";"      15";"      11"
"1721";"4000   ";"60600";"2015JJ00";"     152";"      40";"      58";"      10";"      44";"      57";"      49";"       9";"       7";"      17"
"1722";"4000   ";"60600";"2016JJ00";"     141";"      27";"      59";"      10";"      45";"      51";"      45";"      12";"      11";"      12"
"1723";"4000   ";"60600";"2017JJ00";"     144";"      45";"      48";"       8";"      43";"      47";"      48";"      21";"       7";"      10"
"1724";"4000   ";"60600";"2018JJ00";"     161";"      37";"      70";"       4";"      50";"      52";"      54";"      13";"      13";"      17"
"1725";"4000   ";"60600";"2019JJ00";"     136";"      36";"      59";"       6";"      35";"      56";"      32";"      15";"      10";"       9"
"1726";"4000   ";"60600";"2020JJ00";"     132";"      35";"      43";"       7";"      47";"      55";"      37";"      14";"       6";"       5"
"1727";"4000   ";"60600";"2021JJ00";"     129";"      39";"      51";"       5";"      34";"      55";"      31";"       7";"      10";"      13"
"1728";"4000   ";"60700";"1950JJ00";"      35";"       5";"      14";"      15";"       1";"       9";"       3";"";"       8";"       1"
"1729";"4000   ";"60700";"1951JJ00";"      44";"       7";"      26";"      11";"       0";"       7";"       6";"";"      13";"       0"
"1730";"4000   ";"60700";"1952JJ00";"      47";"       9";"      21";"      16";"       1";"       8";"       4";"";"      14";"       4"
"1731";"4000   ";"60700";"1953JJ00";"      61";"      13";"      28";"      18";"       2";"      13";"       2";"";"      20";"       2"
"1732";"4000   ";"60700";"1954JJ00";"      61";"      11";"      31";"      19";"       0";"      17";"       3";"";"      18";"       2"
"1733";"4000   ";"60700";"1955JJ00";"      61";"       7";"      36";"      18";"       0";"      10";"       7";"";"      22";"       3"
"1734";"4000   ";"60700";"1956JJ00";"      63";"      10";"      29";"      22";"       2";"      11";"       1";"";"      22";"       4"
"1735";"4000   ";"60700";"1957JJ00";"      90";"      14";"      49";"      26";"       1";"      20";"       8";"";"      28";"       4"
"1736";"4000   ";"60700";"1958JJ00";"      68";"      11";"      30";"      25";"       2";"      15";"       1";"";"      16";"       4"
"1737";"4000   ";"60700";"1959JJ00";"      66";"       8";"      31";"      26";"       1";"      10";"       2";"";"      18";"       5"
"1738";"4000   ";"60700";"1960JJ00";"      57";"       7";"      32";"      16";"       2";"      10";"       5";"";"      17";"       0"
"1739";"4000   ";"60700";"1961JJ00";"      65";"       9";"      35";"      16";"       5";"      15";"       3";"";"      21";"       1"
"1740";"4000   ";"60700";"1962JJ00";"      64";"       6";"      30";"      27";"       1";"      13";"       4";"";"      17";"       1"
"1741";"4000   ";"60700";"1963JJ00";"      72";"      15";"      28";"      26";"       3";"      20";"       9";"";"      20";"       2"
"1742";"4000   ";"60700";"1964JJ00";"      51";"       7";"      28";"      14";"       2";"      12";"       7";"";"      13";"       3"
"1743";"4000   ";"60700";"1965JJ00";"      70";"       7";"      36";"      24";"       3";"      14";"       4";"";"      19";"       5"
"1744";"4000   ";"60700";"1966JJ00";"      67";"       7";"      41";"      18";"       1";"      16";"       6";"";"      27";"       1"
"1745";"4000   ";"60700";"1967JJ00";"      65";"       4";"      42";"      19";"       0";"      15";"      11";"";"      26";"       3"
"1746";"4000   ";"60700";"1968JJ00";"      63";"      13";"      21";"      28";"       1";"      18";"      15";"";"      26";"       1"
"1747";"4000   ";"60700";"1969JJ00";"      66";"      11";"      30";"      22";"       3";"      18";"      21";"";"      21";"       3"
"1748";"4000   ";"60700";"1970JJ00";"      80";"      12";"      36";"      30";"       2";"      15";"      24";"";"      30";"       3"
"1749";"4000   ";"60700";"1971JJ00";"      90";"      10";"      41";"      33";"       6";"      21";"      26";"";"      31";"       5"
"1750";"4000   ";"60700";"1972JJ00";"      88";"      11";"      40";"      29";"       8";"      25";"      24";"";"      26";"       7"
"1751";"4000   ";"60700";"1973JJ00";"      97";"      15";"      45";"      32";"       5";"      17";"      33";"";"      34";"       4"
"1752";"4000   ";"60700";"1974JJ00";"      89";"      11";"      42";"      34";"       2";"      18";"      29";"";"      32";"       5"
"1753";"4000   ";"60700";"1975JJ00";"      79";"       5";"      40";"      27";"       7";"      23";"      22";"";"      19";"       7"
"1754";"4000   ";"60700";"1976JJ00";"      72";"       7";"      34";"      27";"       4";"      20";"      18";"";"      26";"       7"
"1755";"4000   ";"60700";"1977JJ00";"      86";"      12";"      40";"      25";"       9";"      19";"      23";"";"      30";"       8"
"1756";"4000   ";"60700";"1978JJ00";"     116";"      14";"      57";"      35";"      10";"      17";"      29";"";"      47";"       8"
"1757";"4000   ";"60700";"1979JJ00";"     121";"      13";"      45";"      54";"       9";"      35";"      24";"       6";"      42";"       7"
"1758";"4000   ";"60700";"1980JJ00";"      94";"      13";"      41";"      32";"       8";"      25";"      26";"       5";"      25";"       8"
"1759";"4000   ";"60700";"1981JJ00";"      97";"      15";"      43";"      34";"       5";"      20";"      28";"       0";"      33";"      10"
"1760";"4000   ";"60700";"1982JJ00";"     100";"      10";"      38";"      40";"      12";"      26";"      24";"       7";"      28";"       9"
"1761";"4000   ";"60700";"1983JJ00";"     111";"      16";"      54";"      30";"      11";"      32";"      21";"       6";"      34";"      13"
"1762";"4000   ";"60700";"1984JJ00";"     122";"      13";"      47";"      57";"       5";"      29";"      26";"       5";"      42";"       8"
"1763";"4000   ";"60700";"1985JJ00";"     101";"       9";"      49";"      38";"       5";"      37";"      19";"       4";"      24";"      12"
"1764";"4000   ";"60700";"1986JJ00";"      82";"       8";"      42";"      24";"       8";"      24";"      19";"       4";"      21";"       7"
"1765";"4000   ";"60700";"1987JJ00";"      95";"      14";"      30";"      39";"      12";"      26";"      19";"       4";"      27";"       7"
"1766";"4000   ";"60700";"1988JJ00";"      84";"       4";"      38";"      33";"       9";"      22";"      16";"       5";"      28";"       7"
"1767";"4000   ";"60700";"1989JJ00";"      97";"      10";"      35";"      37";"      15";"      27";"      21";"      10";"      23";"       7"
"1768";"4000   ";"60700";"1990JJ00";"      84";"       9";"      35";"      28";"      12";"      31";"      10";"       2";"      23";"      12"
"1769";"4000   ";"60700";"1991JJ00";"      86";"       6";"      28";"      34";"      18";"      26";"      12";"       3";"      24";"      10"
"1770";"4000   ";"60700";"1992JJ00";"      73";"       8";"      29";"      25";"      11";"      15";"      16";"       4";"      21";"      12"
"1771";"4000   ";"60700";"1993JJ00";"      70";"       6";"      28";"      23";"      13";"      17";"      15";"       4";"      18";"       8"
"1772";"4000   ";"60700";"1994JJ00";"      61";"       7";"      22";"      19";"      13";"      11";"      20";"       5";"      14";"       3"
"1773";"4000   ";"60700";"1995JJ00";"      69";"      11";"      25";"      17";"      16";"      18";"      21";"       6";"      11";"       6"
"1774";"4000   ";"60700";"1996JJ00";"      63";"       7";"      27";"      20";"       9";"      18";"      11";"       5";"      17";"       8"
"1775";"4000   ";"60700";"1997JJ00";"      67";"       7";"      23";"      20";"      17";"      30";"      14";"       3";"      12";"       5"
"1776";"4000   ";"60700";"1998JJ00";"      59";"       7";"      22";"      20";"      10";"      19";"      14";"       5";"       8";"       6"
"1777";"4000   ";"60700";"1999JJ00";"      67";"       3";"      29";"      21";"      14";"      28";"      10";"       4";"      14";"       5"
"1778";"4000   ";"60700";"2000JJ00";"      69";"       6";"      40";"      12";"      11";"      19";"      16";"       9";"      15";"       6"
"1779";"4000   ";"60700";"2001JJ00";"      50";"       7";"      15";"      16";"      12";"      12";"      13";"       4";"      14";"       4"
"1780";"4000   ";"60700";"2002JJ00";"      71";"       9";"      35";"      12";"      15";"      22";"      17";"       8";"      11";"       6"
"1781";"4000   ";"60700";"2003JJ00";"      62";"       7";"      27";"      10";"      18";"      16";"      13";"       6";"      11";"      10"
"1782";"4000   ";"60700";"2004JJ00";"      61";"       3";"      25";"      14";"      19";"      22";"      16";"       3";"       8";"       9"
"1783";"4000   ";"60700";"2005JJ00";"      64";"       5";"      25";"      14";"      20";"      21";"      18";"       3";"      12";"       8"
